environment,survival,selfing,start,control,year,campaign,variant,depression,ovule_effort,pollen_effort,comparison,all_pairs,paired_survivors,target_extinctions,reference_extinctions,access_difference,access_mcse,investment_difference,investment_mcse,extinction_difference,extinction_difference_mcse
both,0.75,0.1,0.7,neutral,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,110,,,,,0.5703125,0.031000072886932024
both,0.75,0.1,0.7,neutral,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,243,,,,,0.05078125,0.013748798827881614
both,0.75,0.1,0.7,neutral,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,256,,,,,0.0,0.0
both,0.75,0.1,0.7,neutral,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,256,,,,,0.0,0.0
both,0.75,0.1,0.7,selected,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,255,1,0,-0.003736638621757927,0.0017110807322987523,0.00020771060971608912,0.0017479065959925266,0.00390625,0.00390625
both,0.75,0.1,0.7,selected,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,1,254,53,-0.07470741952869997,,0.053171006568786316,,0.78515625,0.02630875594840425
both,0.75,0.1,0.7,selected,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,1,255,109,-0.05745370564677865,,0.05573071157437409,,0.5703125,0.031000072886932024
both,0.75,0.1,0.7,selected,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,242,,,,,0.0546875,0.014238414945897898
both,0.75,0.1,0.7,selected,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,256,,,,,0.0,0.0
both,0.75,0.1,0.7,selected,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,256,,,,,0.0,0.0
mainland,0.0,0.1,0.3,neutral,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,235,21,0,-0.0009451809163488963,0.0015508516774529549,-0.0022757472656626918,0.001551487351512075,0.08203125,0.017184366358720803
mainland,0.0,0.1,0.3,neutral,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,172,84,22,-0.003833038292917956,0.0035452440115335227,-0.008540207645810855,0.0036352418862788316,0.2421875,0.026827898476066977
mainland,0.0,0.1,0.3,neutral,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,157,99,25,-0.007729043094056146,0.0039001928221078577,-0.010097261780512939,0.0043089964145339036,0.2890625,0.02838843806999465
mainland,0.0,0.1,0.3,neutral,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,103,153,40,-0.00547390858957379,0.005923052291086001,-0.008108522532739571,0.006307432329942249,0.44140625,0.031095474260005376
mainland,0.0,0.1,0.3,neutral,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,40,216,97,-0.006244247011104224,0.010610856246334408,-0.007201500204516273,0.009974707435055945,0.46484375,0.031233719717571797
mainland,0.0,0.1,0.3,neutral,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,7,249,167,0.04482656428238648,0.019822961189188543,0.00920826908107857,0.02399991112669769,0.3203125,0.02921941352659624
mainland,0.0,0.1,0.3,selected,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,239,17,0,-0.001224137463196594,0.0016123849496474162,0.001706509774012541,0.001745291976229079,0.06640625,0.015592413937419483
mainland,0.0,0.1,0.3,selected,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,189,67,15,0.0020529248305677095,0.002891032435446899,0.006806559455343186,0.002690105596686304,0.203125,0.02519455546343297
mainland,0.0,0.1,0.3,selected,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,181,75,20,0.0029784374788116245,0.0030591149337783267,0.008826039575397038,0.0027691291471628903,0.21484375,0.0257199025008015
mainland,0.0,0.1,0.3,selected,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,126,130,37,0.005309584343127031,0.0040373464020685805,0.007300155096030324,0.003348995172808422,0.36328125,0.030117937030518287
mainland,0.0,0.1,0.3,selected,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,46,209,100,0.009970883611493484,0.005336399232745598,0.010238891986851883,0.006058521088882341,0.42578125,0.0314551705371833
mainland,0.0,0.1,0.3,selected,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,9,246,170,0.005730911997306024,0.010455681505156406,0.0038561669637501663,0.012528648399097257,0.296875,0.02914148948344483
mainland,0.0,0.1,0.7,neutral,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,251,5,0,-0.00047891444145065873,0.0015927269416714147,-0.0008761944463980198,0.0014752033407916742,0.01953125,0.008665862769678052
mainland,0.0,0.1,0.7,neutral,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,210,46,4,-0.002426799716293895,0.003368462761652617,-0.00025515268242503925,0.003379717001606443,0.1640625,0.023191106822697462
mainland,0.0,0.1,0.7,neutral,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,196,60,6,-0.005374745287315557,0.003828718745115365,0.0015728760547577291,0.0038920639231359404,0.2109375,0.0255483295255114
mainland,0.0,0.1,0.7,neutral,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,132,122,34,-0.010045145142399608,0.005295350767480651,0.0038785818303889367,0.005601663205048811,0.34375,0.03075589772869651
mainland,0.0,0.1,0.7,neutral,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,54,202,88,-0.005374624190814557,0.009374184231865276,0.0160753995461871,0.009598844584920958,0.4453125,0.031123364739703004
mainland,0.0,0.1,0.7,neutral,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,7,248,166,0.014474795626824395,0.022172211670113982,0.0666195199269894,0.021989109059374966,0.3203125,0.029739054822576255
mainland,0.0,0.1,0.7,selected,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,252,4,0,0.0004599070480512034,0.0014705643749617912,0.002538439820715107,0.0014448877228703284,0.015625,0.007766408152307944
mainland,0.0,0.1,0.7,selected,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,221,35,4,0.0034489170222097047,0.002480794841071187,0.009341244235510334,0.002402493336291272,0.12109375,0.0204297028772015
mainland,0.0,0.1,0.7,selected,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,208,48,8,0.003501562078182506,0.0027243890849731906,0.00918847434026147,0.0026839305714848397,0.15625,0.022737714847156216
mainland,0.0,0.1,0.7,selected,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,155,101,34,-0.0004993480179730247,0.0038116550826618693,0.013345604771807946,0.0033292935842225762,0.26171875,0.027526959754524398
mainland,0.0,0.1,0.7,selected,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,69,186,80,0.0019169655986573588,0.006182385725208887,0.018746713462362317,0.004875042252077563,0.4140625,0.03133795832118289
mainland,0.0,0.1,0.7,selected,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,10,246,157,-0.0014242348135598214,0.009619936369648698,0.013788981447624221,0.012977247705908437,0.34765625,0.029822440677853123
mainland,0.75,0.1,0.3,neutral,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0011247341142826002,0.001248033893148361,-0.0003875176390295645,0.001260839843560982,0.0,0.0
mainland,0.75,0.1,0.3,neutral,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,61,195,5,-0.0024453202498490993,0.005126521515702612,0.005837698591844683,0.005485848600463447,0.7421875,0.027392944192695272
mainland,0.75,0.1,0.3,neutral,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,40,216,8,-0.005413094450828754,0.00718261453024978,0.00380720384389117,0.007005071088981012,0.8125,0.02444230902734509
mainland,0.75,0.1,0.3,neutral,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,3,253,53,0.026575288263099277,0.028325271635581746,0.01225879784443018,0.027891124360969313,0.78125,0.025888027174359812
mainland,0.75,0.1,0.3,neutral,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,130,,,,,0.4921875,0.03130739215119687
mainland,0.75,0.1,0.3,neutral,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,192,,,,,0.25,0.02711630722733202
mainland,0.75,0.1,0.3,selected,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.00019820698385979033,0.0012686007919690465,0.0028869286699888443,0.0012233216590258962,0.0,0.0
mainland,0.75,0.1,0.3,selected,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,58,198,6,0.0014950519041544994,0.0050575809396587795,0.0016197247567294173,0.005068335607872226,0.75,0.02711630722733202
mainland,0.75,0.1,0.3,selected,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,42,214,11,0.0051644852458697064,0.006089339736283018,-0.001444701722596848,0.00514436177031456,0.79296875,0.025373238296688486
mainland,0.75,0.1,0.3,selected,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,6,250,48,0.007324650762575315,0.007797700656699631,0.011533226333320748,0.013477356429087092,0.7890625,0.0255483295255114
mainland,0.75,0.1,0.3,selected,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,115,,,,,0.55078125,0.03114930928944587
mainland,0.75,0.1,0.3,selected,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,184,,,,,0.28125,0.028155620586096754
mainland,0.75,0.1,0.7,neutral,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0003901343876950955,0.0012930478066060138,-0.0006670310344372345,0.0012130712667888814,0.0,0.0
mainland,0.75,0.1,0.7,neutral,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,67,189,3,-0.004050287064827046,0.004440124294783743,0.00798836660144592,0.004457753123266129,0.7265625,0.027912287939448926
mainland,0.75,0.1,0.7,neutral,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,44,212,5,-0.0058036272420869065,0.005088780932574251,0.005256272636543005,0.005716224786542777,0.80859375,0.024636168012834657
mainland,0.75,0.1,0.7,neutral,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,10,246,35,-0.017062796003276103,0.015838431050667106,0.036602003164261085,0.016195668500714792,0.82421875,0.02383622240669279
mainland,0.75,0.1,0.7,neutral,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,1,255,106,-0.05428386977183253,,-0.0251518538679934,,0.58203125,0.030886945908310395
mainland,0.75,0.1,0.7,neutral,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,187,,,,,0.26953125,0.02778659256840428
mainland,0.75,0.1,0.7,selected,10,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0019284235585008982,0.0013675527343887308,-0.0005984915474389345,0.001318189053595247,0.0,0.0
mainland,0.75,0.1,0.7,selected,40,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,86,170,6,-0.001524048669135871,0.00422126247741269,0.00679790527213973,0.004697530802223838,0.640625,0.0300473227657999
mainland,0.75,0.1,0.7,selected,50,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,54,202,8,-0.009915949266996371,0.005128417349627841,0.011510777718684913,0.005179786997618169,0.7578125,0.026827898476066977
mainland,0.75,0.1,0.7,selected,100,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,8,248,35,0.006737007554280458,0.014465357916019186,0.03157729008195023,0.01792319272819099,0.83203125,0.023410677053257382
mainland,0.75,0.1,0.7,selected,200,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,89,,,,,0.65234375,0.029822440677853123
mainland,0.75,0.1,0.7,selected,400,assurance,a0.1_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,174,,,,,0.3203125,0.02921941352659624
both,0.0,0.5,0.3,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0012452575010888855,0.0014921158911527005,0.0019481485637301743,0.001425730994789201,0.0,0.0
both,0.0,0.5,0.3,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.002591841876346125,0.0035200506109041825,-0.0005785132996304209,0.003094116987366548,0.0,0.0
both,0.0,0.5,0.3,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0011405261208003723,0.003817385311175102,0.0005383963666570619,0.0032875575677327497,0.0,0.0
both,0.0,0.5,0.3,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0025083345929441695,0.004521786079583,-4.1257882743116724e-05,0.004144979738997359,0.0,0.0
both,0.0,0.5,0.3,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.001966405919069338,0.004987492287033813,-0.0008171995518540338,0.004716489586594138,0.0,0.0
both,0.0,0.5,0.3,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.001816630388836928,0.0050508265164972335,-0.001622483394917495,0.004829569945206205,0.0,0.0
both,0.0,0.5,0.3,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0017987105681522924,0.0017579128957608936,0.0075340771914649066,0.0016726155089619196,0.0,0.0
both,0.0,0.5,0.3,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.003339227577096702,0.0033056887414576372,0.01632915865217427,0.003321622445837737,0.0,0.0
both,0.0,0.5,0.3,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.003015147666433084,0.0033551304941962837,0.015809208768786605,0.003582480644552263,0.0,0.0
both,0.0,0.5,0.3,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.003978247803015496,0.004005974855791803,0.01841946595582215,0.003910422499462514,0.0,0.0
both,0.0,0.5,0.3,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.005391164024838876,0.00425912608455813,0.018756745761207255,0.004053476105926103,0.0,0.0
both,0.0,0.5,0.3,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.006412375579892485,0.004303169590236068,0.018616144494732083,0.004091609883619786,0.0,0.0
both,0.0,0.5,0.7,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0005515962327668606,0.0014129522038891491,-0.0015970204514862763,0.0014532565517634934,0.0,0.0
both,0.0,0.5,0.7,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0002962574100340968,0.0030026289361977073,-0.00736071881576286,0.0030492726206510154,0.0,0.0
both,0.0,0.5,0.7,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0001709099268256669,0.0033393208352647703,-0.009146736348957667,0.0034515586655546725,0.0,0.0
both,0.0,0.5,0.7,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0005162433868579684,0.003910096315830171,-0.01242191620155703,0.004373675356035401,0.0,0.0
both,0.0,0.5,0.7,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.001548198327111862,0.004503200055204664,-0.012851702852490475,0.004867933879077903,0.0,0.0
both,0.0,0.5,0.7,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0021233087090286413,0.0045834696122844,-0.01187858502869427,0.004907281108790036,0.0,0.0
both,0.0,0.5,0.7,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.001364050644017776,0.0015877244993720097,0.004721289208896337,0.0015620002552669172,0.0,0.0
both,0.0,0.5,0.7,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0017077773730554257,0.00334306219254959,0.007431794684909898,0.003029018947178765,0.0,0.0
both,0.0,0.5,0.7,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0008773055541529667,0.0036985401192332714,0.00974882833424193,0.0032721836525002905,0.0,0.0
both,0.0,0.5,0.7,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.001113267630006555,0.004266553058624024,0.009322210332593114,0.0038800087921585405,0.0,0.0
both,0.0,0.5,0.7,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.002121591682357928,0.004509355156086621,0.010506515334013722,0.004096909358715635,0.0,0.0
both,0.0,0.5,0.7,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0013923485242530106,0.004501166639558588,0.009698298180666164,0.004125000268837007,0.0,0.0
both,0.75,0.5,0.3,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0005875815848044392,0.0007120655676746138,0.0010964229548000861,0.0006920145987664452,0.0,0.0
both,0.75,0.5,0.3,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0035577468926703227,0.002468233082728083,-0.0022112711823043434,0.0023214251028637156,0.0,0.0
both,0.75,0.5,0.3,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0038730688388069496,0.0027586392883891483,-0.003112740432007044,0.002656375520530015,0.0,0.0
both,0.75,0.5,0.3,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,6.716595579601536e-05,0.003665458110251637,-0.004792064672023725,0.003649110306632718,0.0,0.0
both,0.75,0.5,0.3,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0004854273760608389,0.004355479962545538,-0.006492801245090934,0.004654493209097067,0.0,0.0
both,0.75,0.5,0.3,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.00025692536282639585,0.004728247781889244,-0.008037119486156801,0.004993072513515971,0.0,0.0
both,0.75,0.5,0.3,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0007418315198723404,0.0007400284177130048,0.0011301664240706334,0.0007153371432116141,0.0,0.0
both,0.75,0.5,0.3,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0021428697960707583,0.0022047053529854386,0.0023962272964888317,0.0021615173365043447,0.0,0.0
both,0.75,0.5,0.3,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0028287597547591125,0.0025157851551522656,0.0036228164381179343,0.002386723900849014,0.0,0.0
both,0.75,0.5,0.3,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0029392109943655303,0.0033658918069206212,0.003920674560337539,0.003363902515108658,0.0,0.0
both,0.75,0.5,0.3,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.006214946127426453,0.004248818996049099,0.0016130803530441042,0.003966224733904794,0.0,0.0
both,0.75,0.5,0.3,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.006129122658255242,0.004503392042526757,0.0003080209769575875,0.004134339203646002,0.0,0.0
both,0.75,0.5,0.7,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0006638623592631798,0.0006479996374401078,-0.0003870311978411774,0.0006893285546991243,0.0,0.0
both,0.75,0.5,0.7,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0008350894878450003,0.0022978607706680256,-0.003978469276382719,0.0023148503338951717,0.0,0.0
both,0.75,0.5,0.7,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0017757336904758582,0.0026342379368639816,-0.006195724248043948,0.0027451723795435434,0.0,0.0
both,0.75,0.5,0.7,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.003837003161202778,0.003637962773439527,-0.006908889760627622,0.0033981819387219115,0.0,0.0
both,0.75,0.5,0.7,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.004608300070431887,0.004474823919425707,-0.005701858672123441,0.0042185065343369405,0.0,0.0
both,0.75,0.5,0.7,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0032217572350968305,0.004828350104940099,-0.006518581804313416,0.004813823381747466,0.0,0.0
both,0.75,0.5,0.7,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.000374177071315188,0.000683295376782758,8.929060461852442e-05,0.0007169083790781877,0.0,0.0
both,0.75,0.5,0.7,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0022768931461890876,0.002140969162650353,0.00022179468651485406,0.0021500248966806967,0.0,0.0
both,0.75,0.5,0.7,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0011073113518832575,0.0024802944164603307,-0.0003068577536328081,0.002469478461819451,0.0,0.0
both,0.75,0.5,0.7,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0031980801839407453,0.0036561185179481916,0.0033275666344486266,0.0034775497631600585,0.0,0.0
both,0.75,0.5,0.7,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0032320620088549653,0.004211817931888658,-3.468875252041182e-05,0.0038848765265179636,0.0,0.0
both,0.75,0.5,0.7,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,6.839917871042517e-05,0.004691670455666761,-0.001155033358159523,0.004103343566473561,0.0,0.0
mainland,0.0,0.5,0.3,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.00015441690753661454,0.0015502813451090845,-0.0006398274920632434,0.0015344973243474288,0.0,0.0
mainland,0.0,0.5,0.3,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0024925130913027362,0.0030474247018606316,-0.0028557881559354535,0.002956324858261821,0.0,0.0
mainland,0.0,0.5,0.3,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.003863115828212864,0.003487038019722948,-0.0035771519785849698,0.003262787574817742,0.0,0.0
mainland,0.0,0.5,0.3,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0012240822819281653,0.004389714251731723,-0.0023709611668526497,0.00401149091672558,0.0,0.0
mainland,0.0,0.5,0.3,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0010219528561971336,0.005083404473561551,0.002127684047872741,0.004699659556385584,0.0,0.0
mainland,0.0,0.5,0.3,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.00041112898861951803,0.005340830432617885,0.003193305023781564,0.004875827477464652,0.0,0.0
mainland,0.0,0.5,0.3,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.00016261299425898452,0.0015939578859749445,0.003847983166967115,0.0015934399247222461,0.0,0.0
mainland,0.0,0.5,0.3,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0017687846077877822,0.002947664482195034,0.015312776463028154,0.003029175847486963,0.0,0.0
mainland,0.0,0.5,0.3,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0014461159664887744,0.003212851609005523,0.017660713525099802,0.0032426316245651055,0.0,0.0
mainland,0.0,0.5,0.3,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0005610802172857107,0.0038903108979224054,0.027236237379862728,0.0036957350011869537,0.0,0.0
mainland,0.0,0.5,0.3,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0012059366188362627,0.0040286937690357716,0.03445008981963598,0.004172546720751836,0.0,0.0
mainland,0.0,0.5,0.3,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0003082776916322003,0.004087790918083093,0.03568058194185979,0.004328704617849215,0.0,0.0
mainland,0.0,0.5,0.7,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.00017921716087263787,0.001579207770664942,-0.000244272834833002,0.0013338820614892644,0.0,0.0
mainland,0.0,0.5,0.7,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0027053479056094462,0.003164596314901324,-0.0005042573635805846,0.0029607810245740117,0.0,0.0
mainland,0.0,0.5,0.7,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0026699308523611643,0.0033463570788802824,-0.0023194589823962407,0.003246683863505666,0.0,0.0
mainland,0.0,0.5,0.7,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0005996099423528855,0.004039327633444423,-0.002369898170032759,0.003986794342137932,0.0,0.0
mainland,0.0,0.5,0.7,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.004755443065091375,0.004670180809460966,-0.0002463287725084744,0.004613672291099931,0.0,0.0
mainland,0.0,0.5,0.7,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.005441070750418709,0.004898030723074952,0.0014357918133863562,0.004747020443821502,0.0,0.0
mainland,0.0,0.5,0.7,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.003034919557217579,0.0016293005774693677,0.005762501611394152,0.0015990970884344484,0.0,0.0
