environment,survival,selfing,start,control,year,campaign,variant,depression,ovule_effort,pollen_effort,comparison,all_pairs,paired_survivors,target_extinctions,reference_extinctions,access_difference,access_mcse,investment_difference,investment_mcse,extinction_difference,extinction_difference_mcse
mainland,0.75,0.5,0.3,neutral,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0008694589015536809,0.0008133493584376244,-0.00018429118935578458,0.0009173909748894253,0.0,0.0
mainland,0.75,0.5,0.3,neutral,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0038064189772203374,0.0020360535429718137,-0.00044706886659383067,0.0020285006016674562,0.0,0.0
mainland,0.75,0.5,0.3,neutral,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.002673591845937613,0.0022743093802033787,0.00047930399976973547,0.0022738835990759702,0.0,0.0
mainland,0.75,0.5,0.3,neutral,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.004355685668369805,0.0031100717463679087,0.003113981790088263,0.0030129131826843276,0.0,0.0
mainland,0.75,0.5,0.3,neutral,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.006820829056661167,0.0037802832191774797,0.00685307324352244,0.003920376420449226,0.0,0.0
mainland,0.75,0.5,0.3,neutral,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.012538147626451439,0.004521871314317854,0.006589357570592404,0.004813666197733124,0.0,0.0
mainland,0.75,0.5,0.3,selected,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0007244618671347442,0.0009582704408434801,0.0026961615514523784,0.0008593193899702003,0.0,0.0
mainland,0.75,0.5,0.3,selected,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0021731637428742743,0.002316336231466778,0.004240525836783399,0.0021773249806382295,0.0,0.0
mainland,0.75,0.5,0.3,selected,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.001852266093967114,0.0025738721390697753,0.006287442974548555,0.0024960481624741277,0.0,0.0
mainland,0.75,0.5,0.3,selected,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0016158090328897909,0.0034525153532284545,0.011957651377662974,0.0032335533669038932,0.0,0.0
mainland,0.75,0.5,0.3,selected,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.004265700470772911,0.004346084000311551,0.020955584587729986,0.004167111467780854,0.0,0.0
mainland,0.75,0.5,0.3,selected,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.00017568986132985372,0.004687641515039096,0.02600984031238309,0.0046463798584095405,0.0,0.0
mainland,0.75,0.5,0.7,neutral,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-5.013967644630201e-05,0.0007990832538429606,-0.00014731388938247375,0.0008281761272160091,0.0,0.0
mainland,0.75,0.5,0.7,neutral,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.000398744615870666,0.002116460119515621,0.002683146425349606,0.0018266780637460664,0.0,0.0
mainland,0.75,0.5,0.7,neutral,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0008334083849624021,0.002419990783893511,0.0031268518879974897,0.002143164254470947,0.0,0.0
mainland,0.75,0.5,0.7,neutral,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.002876743495261507,0.0034533629925749443,0.005012843702852834,0.002936339743807342,0.0,0.0
mainland,0.75,0.5,0.7,neutral,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0054838641132285764,0.0043089095653508405,0.00317434699879023,0.003814456737338102,0.0,0.0
mainland,0.75,0.5,0.7,neutral,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.004995778310894363,0.004706070676783704,0.00047078149269866136,0.004257794689432519,0.0,0.0
mainland,0.75,0.5,0.7,selected,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0007750439269747257,0.0008235254473717143,0.0016809634209182737,0.0009009779541995037,0.0,0.0
mainland,0.75,0.5,0.7,selected,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0034256874468421793,0.0020422943161551143,0.004674417521623616,0.0021507569650224476,0.0,0.0
mainland,0.75,0.5,0.7,selected,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0042674351253560545,0.002311976077489312,0.005226407110630183,0.0024034403938818206,0.0,0.0
mainland,0.75,0.5,0.7,selected,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.003274045545926585,0.003083568673935625,0.012826280990146143,0.003145533291977375,0.0,0.0
mainland,0.75,0.5,0.7,selected,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.005051118565249613,0.0038899690190985162,0.021530621861053263,0.004031252012479816,0.0,0.0
mainland,0.75,0.5,0.7,selected,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0045848295077217,0.0043544224429757266,0.0335497052059535,0.00445399180605259,0.0,0.0
